Job_Titile,Job_URL,Company_URL,Company,Rating,Location,Salary,Job_Tyoe,Job_description,Post_Date
Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Remote,$35 - $45 an hour,Full-time,Provides system software support for both front-end and backend.,"Posted
Posted 30+ days ago"
Software Engineer (Front End),https://www.indeed.com/rc/clk?jk=bcbfa1fa1f670b58&fccid=a575b7c5c50b587a&vjs=3,"https://www.indeed.com/cmp/Amplify-Education,-Inc.","Amplify Education, Inc.",4,Remote,"$101,000 - $131,000 a year",Full-time,"Salary is only one component of the Amplify Total Rewards package, which includes a lucrative 401(k) plan, incentive stock options, competitive health insurance…","Posted
Posted 11 days ago"
Associate Software Engineer – SAP HR,https://www.indeed.com/rc/clk?jk=3719aec96eeb6446&fccid=8e5415c099aa948c&vjs=3,https://www.indeed.com/cmp/Publix,Publix,4,"Alpharetta, GA 30005
+4 locations","$72,889 - $109,729 a year",,Desire to work in an essential technology area learning from experienced software engineers.,"Posted
Posted 3 days ago"
IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,https://www.indeed.com/cmp/Miami-Dade-County,Miami-Dade County,4.2,"Miami-Dade County, FL","$73,674 a year",Full-time,Two years of experience in software development and systems analysis are required.,"Posted
Posted 30+ days ago"
Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,"Remote in Kansas City, MO 64108",Full-time,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.","Posted
Posted 6 days ago"
Software Engineer,https://www.indeed.com/company/Hexure/jobs/Software-Engineer-7296264ca10601e8?fccid=1e49e9e581a752a5&vjs=3,https://www.indeed.com/cmp/Hexure-1,Insurance Technologies,4.1,Remote,"$68,000 - $80,000 a year",Full-time,"The Actuarial Software Engineer is responsible for all facets of software development, understanding of architecture, software best practices and software…","Posted
Posted 17 days ago"
"Junior Engineer (JavaScript, Exposure, HTML5)",https://www.indeed.com/rc/clk?jk=4de0d845d364c2df&fccid=f057e04c37cca134&vjs=3,https://www.indeed.com/cmp/American-Express,Amex,4.1,Florida,$20.00 - $33.65 an hour,,Participates in the development and deployment of preventative maintenance procedures.,"Posted
Posted 2 days ago"
JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,"Remote in Morrisville, NC 27560",Full-time,Full-time,You will start building production ready software right away.,"Posted
Posted 6 days ago"
Software Engineer,https://www.indeed.com/company/Underdog.io/jobs/Software-Engineer-efd7da0284273fb0?fccid=50ea53fe8d1ef3d9&vjs=3,,,,"New York, NY","$140,867 - $150,028 a year",Full-time,They're working on interesting technical challenges and must be respectful of your time to stay active.,
Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Remote in Columbia, MO","$68,640 a year","Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.","Posted
Posted 2 days ago"
Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,Pacific Northwest National Laboratory,4,"Remote in Richland, WA 99354
+1 location",Full-time,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,"Posted
Posted 6 days ago"
Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,"Remote in Beaverton, OR
+12 locations","$107,500 - $161,500 a year",Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.","Posted
Posted 30+ days ago"
Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,"Irvine, CA
+3 locations","Full-time
+1","Full-time
+1",JAVA or other object oriented programming language.,
Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,https://www.indeed.com/cmp/Garmin,"Garmin International, Inc.",3.7,"Yarmouth, ME 04096
+26 locations","Full-time
+1","Full-time
+1",Learn to perform software releases and software quality assurance activities.,"Posted
Posted 30+ days ago"
Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4,"Remote in Little Rock, AR",Full-time,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,"Posted
Posted 3 days ago"
Software Engineer II,https://www.indeed.com/company/Mastercard/jobs/Software-Engineer-715da7df6e757384?fccid=10b5c722d846df43&vjs=3,https://www.indeed.com/cmp/Mastercard,Mastercard,4,"Hybrid remote in O'Fallon, MO 63368
+24 locations","$112,744 - $189,600 a year",Full-time,"This will involve developing high-performing, highly scalable software solutions and products for some of the world’s top brands.",
Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,https://www.indeed.com/cmp/National-Instruments-1,National Instruments,3,"Austin, TX","Full-time
+3","Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…","Posted
Posted 30+ days ago"
Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,https://www.indeed.com/cmp/Bank-of-America,Bank of America,3.8,"Jersey City, NJ 07310 
(The Waterfront area)
+9 locations",Full-time,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.","Posted
Posted 30+ days ago"
Front End Developer,https://www.indeed.com/company/Underdog.io/jobs/Front-End-Developer-3edb7f04ac21e03a?fccid=50ea53fe8d1ef3d9&vjs=3,,,,Remote,"$122,151 - $132,833 a year",Full-time,They're working on interesting technical challenges and must be respectful of your time to stay active.,
Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,"Remote in Los Angeles, CA
+16 locations",Full-time,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.","Posted
Posted 19 days ago"
Frontend Engineer Apprenticeship,https://www.indeed.com/rc/clk?jk=fc594e77f35426e6&fccid=93eab1e2c6a91b62&vjs=3,https://www.indeed.com/cmp/Fetch,Fetch,3.6,"Remote in Madison, WI 53703
+1 location","Full-time
+1","Full-time
+1",Experience with Tailwind CSS or similar utility-first CSS framework.,"Posted
Posted 2 days ago"
Software Engineer- Recent Graduate,https://www.indeed.com/rc/clk?jk=b887eb6936849a06&fccid=978d9fd9799d55a8&vjs=3,https://www.indeed.com/cmp/Paypal,PayPal,3.9,"New York, NY
+92 locations",Full-time,Full-time,Code high-volume and scalable software (front-end and/or back-end focused).,"Posted
Posted 30+ days ago"
Software Engineer AMTS,https://www.indeed.com/rc/clk?jk=6ca9d52b38b0367a&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"San Francisco, CA 94105 
(Financial District/South Beach area)
+16 locations",Full-time,Full-time,Special Skill Requirements : (1) Java; (2) Javascript; (3) HTML; (4) CSS; (5) Unit Testing; (6) Database System and SQL; (7) Networked Systems; (8) Agile…,"Posted
Posted 29 days ago"
Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,"Redmond, WA 98052 
(Overlake area)
+10 locations",Full-time,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.","Posted
Posted 3 days ago"
Co-op Software Development Engineer- 2023 (US),https://www.indeed.com/rc/clk?jk=4dedded7ed5b499c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,"Seattle, WA
+98 locations","$9,137 a month",Full-time,Our co-op students write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide co-op students on…,
Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,https://www.indeed.com/cmp/Vsolvit-LLC,VSolvit LLC,3.5,Remote,$35 - $45 an hour,Full-time,Provides system software support for both front-end and backend.,"Posted
Posted 30+ days ago"
Software Engineer (Front End),https://www.indeed.com/rc/clk?jk=bcbfa1fa1f670b58&fccid=a575b7c5c50b587a&vjs=3,"https://www.indeed.com/cmp/Amplify-Education,-Inc.","Amplify Education, Inc.",4,Remote,"$101,000 - $131,000 a year",Full-time,"Salary is only one component of the Amplify Total Rewards package, which includes a lucrative 401(k) plan, incentive stock options, competitive health insurance…","Posted
Posted 11 days ago"
Associate Software Engineer – SAP HR,https://www.indeed.com/rc/clk?jk=3719aec96eeb6446&fccid=8e5415c099aa948c&vjs=3,https://www.indeed.com/cmp/Publix,Publix,4,"Alpharetta, GA 30005
+4 locations","$72,889 - $109,729 a year",,Desire to work in an essential technology area learning from experienced software engineers.,"Posted
Posted 3 days ago"
"Software Engineer, 2023 U.S. Graduate",https://www.indeed.com/rc/clk?jk=c599d90a1535f34d&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Mountain View, CA",Full-time,Full-time,"On day one, you will be a valued part of our development team, trusted to make changes to code that directly improve our products, while gaining deep technical…","Posted
Posted 30+ days ago"
IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,https://www.indeed.com/cmp/Miami-Dade-County,Miami-Dade County,4.2,"Miami-Dade County, FL","$73,674 a year",Full-time,Two years of experience in software development and systems analysis are required.,"Posted
Posted 30+ days ago"
2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,"Seattle, WA 98103 
(Fremont area)
+5 locations",Full-time,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…","Posted
Posted 26 days ago"
Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,https://www.indeed.com/cmp/Children's-Mercy-Kc,Children's Mercy KC,3.8,"Remote in Kansas City, MO 64108",Full-time,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.","Posted
Posted 6 days ago"
Software Engineer,https://www.indeed.com/company/Hexure/jobs/Software-Engineer-7296264ca10601e8?fccid=1e49e9e581a752a5&vjs=3,https://www.indeed.com/cmp/Hexure-1,Insurance Technologies,4.1,Remote,"$68,000 - $80,000 a year",Full-time,"The Actuarial Software Engineer is responsible for all facets of software development, understanding of architecture, software best practices and software…","Posted
Posted 17 days ago"
Software Engineer,https://www.indeed.com/company/Underdog.io/jobs/Software-Engineer-efd7da0284273fb0?fccid=50ea53fe8d1ef3d9&vjs=3,,,,"New York, NY","$140,867 - $150,028 a year",Full-time,They're working on interesting technical challenges and must be respectful of your time to stay active.,
"Junior Engineer (JavaScript, Exposure, HTML5)",https://www.indeed.com/rc/clk?jk=4de0d845d364c2df&fccid=f057e04c37cca134&vjs=3,https://www.indeed.com/cmp/American-Express,Amex,4.1,Florida,$20.00 - $33.65 an hour,,Participates in the development and deployment of preventative maintenance procedures.,"Posted
Posted 2 days ago"
JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,"Remote in Morrisville, NC 27560",Full-time,Full-time,You will start building production ready software right away.,"Posted
Posted 6 days ago"
Graduate Software Engineer,https://www.indeed.com/rc/clk?jk=ab60705252c6059d&fccid=0b3564a667f52b8b&vjs=3,https://www.indeed.com/cmp/Wise-6,Wise,4.1,"Austin, TX",Full-time,Full-time,At Wise you'll work on challenging technical problems across the full product life-cycle and you'll build great products for our customers by contributing data…,"Posted
Posted 4 days ago"
Associate Software Engineer - Remote,https://www.indeed.com/rc/clk?jk=bc1094c931645bfc&fccid=d3d3520998346837&vjs=3,https://www.indeed.com/cmp/UnitedHealth-Group,UnitedHealth Group,3.6,"Remote in Draper, UT 84020
+55 locations","$54,400 - $97,000 a year",Full-time,"At Optum Insight Technology, you’ll help us work on streamlining the flow of information between payers, healthcare providers and various other stakeholders to…",
Software Developer III - Remote,https://www.indeed.com/rc/clk?jk=f757e8ca08988ef4&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4,"Remote in Little Rock, AR
+1 location",Full-time,Full-time,Prepares prototypes and documentation to communicate ideas and vision to project team.,"Posted
Posted 6 days ago"
Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Remote in Columbia, MO","$68,640 a year","Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.","Posted
Posted 2 days ago"
Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,Pacific Northwest National Laboratory,4,"Remote in Richland, WA 99354
+1 location",Full-time,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,"Posted
Posted 6 days ago"
Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,"Remote in Beaverton, OR
+12 locations","$107,500 - $161,500 a year",Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.","Posted
Posted 30+ days ago"
Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,"Irvine, CA
+3 locations","Full-time
+1","Full-time
+1",JAVA or other object oriented programming language.,
Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,https://www.indeed.com/cmp/Garmin,"Garmin International, Inc.",3.7,"Yarmouth, ME 04096
+26 locations","Full-time
+1","Full-time
+1",Learn to perform software releases and software quality assurance activities.,"Posted
Posted 30+ days ago"
Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,Arkansas Children's Hospital,4,"Remote in Little Rock, AR",Full-time,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,"Posted
Posted 3 days ago"
